record_id,plant,line_id,machine_id,shift,operator_experience_years,material_batch,ambient_temp_c,ambient_humidity_pct,vibration_rms,pressure_bar,feed_rate_mm_s,laser_power_w,coolant_flow_l_min,thickness_mm,tensile_strength_mpa,surface_roughness_um,defect_flag,defect_type,rework_needed
2256,Plant_B,L2,M02,day,4.31,B012,25.42,48.1,0.887,5.092,31.66,398.2,10.41,1.209,538.45,1.761,0,none,0
2257,Plant_A,L3,M18,evening,7.71,B081,23.84,52.6,0.955,6.061,16.41,361.0,7.69,1.25,559.15,2.561,0,none,0
2258,Plant_C,L1,M04,day,7.54,B050,19.48,43.7,0.512,6.034,21.62,372.3,7.1,1.177,568.88,1.306,0,none,0
2259,Plant_A,L3,M05,day,2.38,B124,20.32,45.5,0.545,4.951,27.35,344.2,6.89,1.106,527.8,1.478,0,none,0
2260,Plant_C,L2,M04,day,3.13,B010,19.85,47.1,1.296,5.445,20.19,323.4,8.15,1.197,532.76,2.248,0,none,0
2261,Plant_B,L4,M06,evening,4.72,B028,23.1,69.1,0.917,5.427,11.95,362.5,8.65,1.267,565.84,2.06,0,none,0
2262,Plant_A,L2,M12,evening,6.61,B045,22.21,59.2,2.332,5.683,20.95,395.4,9.18,1.156,605.98,3.135,0,none,0
2263,Plant_B,L4,M09,day,5.8,B136,18.73,73.1,1.147,4.982,29.9,328.9,9.56,1.093,505.53,2.269,0,none,0
2264,Plant_A,L1,M10,night,7.1,B144,20.02,25.8,0.929,5.694,22.43,347.8,8.59,1.11,575.73,2.021,0,none,0
2265,Plant_A,L2,M03,evening,7.42,B109,12.86,31.6,0.885,4.927,23.76,343.7,7.18,1.16,565.75,1.944,0,none,0
2266,Plant_B,L4,M16,evening,6.51,B029,12.98,31.7,1.177,5.068,18.8,373.7,7.08,1.279,561.12,2.047,0,none,0
2267,Plant_A,L3,M09,day,7.19,B141,29.02,51.8,0.653,6.634,29.66,376.1,10.81,1.232,557.93,1.806,0,none,0
2268,Plant_B,L4,M01,evening,3.0,B081,26.61,57.6,0.888,5.77,20.87,387.0,6.8,1.191,552.79,2.288,0,none,0
2269,Plant_B,L3,M17,day,10.12,B133,22.49,45.0,0.614,4.781,18.82,318.7,9.43,1.235,560.57,2.708,0,none,0
2270,Plant_A,L2,M04,evening,7.94,B072,19.17,47.1,0.931,5.853,25.16,361.1,7.66,1.157,564.29,2.211,0,none,0
2271,Plant_A,L2,M05,evening,3.4,B137,19.35,50.9,1.137,4.885,19.85,368.1,7.82,1.234,529.45,2.345,0,none,0
2272,Plant_C,L2,M18,evening,3.75,B134,31.51,78.9,1.016,5.111,24.89,333.6,7.06,1.236,535.63,2.346,0,none,0
2273,Plant_A,L3,M09,evening,5.34,B031,20.27,44.5,0.774,4.366,24.54,383.0,11.1,1.13,576.37,1.808,0,none,0
2274,Plant_A,L2,M19,day,9.31,B084,18.95,57.2,1.312,5.406,19.38,355.2,6.94,1.334,580.66,2.364,0,none,0
2275,Plant_A,L2,M16,day,0.05,B084,14.07,37.0,1.252,4.288,25.23,340.2,7.92,1.155,497.98,1.562,1,scratch,0
2276,Plant_C,L1,M13,night,4.7,B127,22.85,55.4,1.34,4.586,32.92,342.8,9.19,1.222,525.26,2.836,0,none,0
2277,Plant_B,L1,M19,day,8.08,B021,24.58,48.9,1.031,5.694,23.1,313.1,10.54,1.171,572.87,2.052,0,none,0
2278,Plant_A,L4,M07,night,9.85,B144,18.18,57.4,2.086,5.647,28.32,342.7,8.87,1.14,602.0,2.861,0,none,0
2279,Plant_A,L3,M11,evening,3.47,B073,21.11,38.0,0.849,5.746,22.89,329.0,7.64,1.3,555.56,2.476,0,none,0
2280,Plant_A,L3,M12,evening,4.35,B018,13.81,67.6,0.627,6.184,18.32,385.6,6.5,1.098,528.08,1.688,0,none,0
2281,Plant_B,L1,M14,evening,7.54,B092,18.0,52.4,1.101,6.15,23.73,335.8,8.47,1.179,562.93,2.091,0,none,0
2282,Plant_A,L3,M02,day,5.54,B110,18.39,50.1,1.089,6.197,25.82,315.7,8.2,1.207,544.12,2.362,0,none,0
2283,Plant_A,L2,M14,day,10.39,B013,12.82,39.8,0.872,5.059,31.26,389.2,7.97,1.127,572.41,2.054,0,none,0
2284,Plant_A,L3,M19,day,7.33,B072,25.85,47.3,0.658,4.537,26.41,322.9,9.89,1.265,554.81,1.896,0,none,0
2285,Plant_C,L3,M03,evening,6.75,B125,22.27,51.1,1.736,4.854,21.07,353.1,6.66,1.2,605.03,2.469,0,none,0
2286,Plant_A,L1,M02,night,8.62,B120,17.94,51.9,0.993,5.324,20.98,382.8,6.17,1.154,572.04,2.948,0,none,0
2287,Plant_A,L2,M04,evening,8.18,B091,20.88,42.9,1.094,5.618,25.61,386.4,9.63,1.22,590.81,2.2,0,none,0
2288,Plant_A,L1,M14,day,3.06,B040,15.79,45.7,0.77,4.333,24.05,354.3,8.91,1.209,561.42,1.867,0,none,0
2289,Plant_B,L3,M20,evening,5.3,B106,23.98,29.6,0.874,5.866,14.39,337.9,10.08,1.24,531.63,2.021,0,none,0
2290,Plant_C,L3,M13,day,2.06,B075,24.76,50.8,1.463,5.802,15.94,432.0,8.2,1.273,571.07,2.117,0,none,0
2291,Plant_B,L3,M08,evening,7.29,B042,14.29,37.8,0.567,5.51,21.29,412.4,7.54,1.251,581.46,1.901,0,none,0
2292,Plant_A,L3,M15,evening,2.44,B066,20.15,70.3,0.851,6.32,12.88,340.9,7.29,1.33,483.74,2.438,0,none,0
2293,Plant_C,L3,M09,day,3.32,B016,24.49,54.8,0.673,5.328,21.12,321.7,7.62,1.213,539.95,1.383,0,none,0
2294,Plant_B,L2,M17,day,4.19,B005,15.4,48.1,0.74,5.831,16.54,305.0,6.39,1.239,530.72,1.751,0,none,0
2295,Plant_B,L3,M08,day,6.31,B106,24.69,68.2,0.687,5.714,23.01,288.4,10.39,1.256,511.77,1.913,0,none,0
2296,Plant_C,L1,M14,day,6.51,B071,27.77,34.2,1.18,4.637,26.32,313.1,8.64,1.15,582.92,2.529,0,none,0
2297,Plant_A,L4,M14,evening,9.48,B017,21.85,35.4,1.457,5.537,23.38,358.0,9.71,1.35,571.59,1.932,0,none,0
2298,Plant_B,L4,M07,evening,0.0,B062,19.27,37.0,1.32,5.159,34.56,431.4,7.24,1.392,590.06,1.5,0,none,0
2299,Plant_A,L1,M12,evening,11.39,B076,27.07,38.4,1.979,6.981,24.53,393.8,8.52,1.173,615.28,3.08,0,none,0
2300,Plant_C,L3,M12,day,4.45,B049,21.09,60.9,0.474,4.386,29.64,354.2,7.93,1.189,531.93,2.408,0,none,0
2301,Plant_A,L3,M20,evening,7.35,B035,22.66,43.2,1.34,5.537,26.14,377.4,7.27,1.31,577.87,1.733,0,none,0
2302,Plant_B,L2,M04,day,6.75,B011,28.35,24.8,0.733,5.272,28.28,388.3,10.43,1.117,536.03,1.508,0,none,0
2303,Plant_B,L1,M10,night,2.39,B146,18.9,48.5,1.879,4.707,20.28,362.8,5.32,1.174,513.87,3.077,0,none,0
2304,Plant_B,L3,M14,night,6.07,B125,19.33,49.6,0.926,5.419,25.07,327.1,9.81,1.265,519.87,1.317,0,none,0
2305,Plant_B,L2,M03,day,3.85,B134,28.04,71.0,0.821,5.502,28.26,344.4,8.96,1.281,520.67,2.789,0,none,0
2306,Plant_B,L1,M07,evening,1.28,B025,14.52,22.8,0.375,5.364,26.88,310.3,7.06,1.375,512.71,1.429,0,none,0
2307,Plant_B,L2,M20,day,3.49,B081,16.57,40.6,0.833,5.617,21.71,329.3,8.5,1.33,486.03,2.222,0,none,0
2308,Plant_A,L3,M10,evening,5.47,B039,10.75,60.2,0.564,4.845,22.8,336.3,8.34,1.031,518.97,1.454,0,none,0
2309,Plant_C,L3,M12,evening,3.96,B023,16.03,60.8,0.503,5.416,22.66,298.8,9.62,1.168,505.35,1.702,0,none,0
2310,Plant_A,L1,M06,day,8.54,B034,25.0,24.0,0.629,4.879,24.79,359.6,8.79,1.217,598.22,1.053,0,none,0
2311,Plant_B,L4,M09,day,5.1,B094,20.86,34.8,0.771,5.756,16.85,373.3,6.67,1.094,553.01,1.94,0,none,0
2312,Plant_A,L3,M09,day,7.24,B130,29.16,55.4,1.204,4.758,18.05,378.4,8.13,1.098,564.51,1.91,0,none,0
2313,Plant_B,L4,M10,day,7.54,B141,17.19,30.7,1.931,4.817,26.03,337.0,7.56,1.359,580.09,1.839,0,none,0
2314,Plant_A,L3,M07,day,9.11,B128,20.52,53.3,1.389,6.138,28.24,355.8,7.19,1.276,602.64,2.325,0,none,0
2315,Plant_B,L4,M16,night,4.45,B083,28.89,48.2,0.8,5.152,19.94,406.1,5.47,1.103,588.21,2.117,0,none,0
2316,Plant_C,L4,M08,day,3.3,B055,22.68,35.7,0.672,5.109,18.32,364.3,7.34,1.152,564.17,2.572,0,none,0
2317,Plant_A,L1,M17,day,0.35,B018,27.15,45.2,0.898,4.383,24.91,306.1,8.31,1.301,493.75,2.58,0,none,0
2318,Plant_C,L3,M02,night,6.12,B040,25.91,58.2,0.827,5.09,21.12,342.9,7.19,1.211,537.6,1.92,0,none,0
2319,Plant_B,L2,M09,day,7.21,B038,25.69,61.8,0.866,4.971,23.38,395.6,6.54,1.134,573.63,2.132,0,none,0
2320,Plant_C,L2,M16,day,8.59,B122,25.37,53.1,0.668,4.84,21.19,275.0,6.21,1.078,565.64,2.198,0,none,0
2321,Plant_A,L2,M11,day,9.7,B139,20.57,57.2,0.712,4.463,25.18,336.0,6.41,1.166,582.89,2.133,0,none,0
2322,Plant_A,L3,M06,day,3.44,B091,21.99,47.5,1.093,5.74,20.4,353.5,7.69,1.179,542.9,2.615,0,none,0
2323,Plant_B,L4,M07,day,5.99,B098,16.81,34.5,0.588,5.121,21.59,388.4,6.8,1.119,590.33,1.43,0,none,0
2324,Plant_A,L2,M02,day,4.85,B098,18.84,28.8,0.573,7.171,23.7,381.2,8.51,1.119,588.79,1.976,0,none,0
2325,Plant_B,L2,M15,evening,12.76,B098,29.8,33.1,1.045,4.72,19.52,353.0,5.85,1.273,637.73,2.468,0,none,0
2326,Plant_A,L3,M16,evening,1.0,B126,27.66,35.7,1.495,5.102,21.43,304.0,6.24,1.119,497.8,2.407,0,none,0
2327,Plant_C,L4,M09,day,5.5,B138,18.93,61.6,0.562,5.158,24.06,320.7,7.77,1.214,576.45,2.489,0,none,0
2328,Plant_B,L3,M07,evening,9.49,B087,16.84,36.6,0.886,6.022,20.68,328.3,10.85,1.129,601.22,2.426,0,none,0
2329,Plant_B,L1,M15,evening,5.63,B140,27.35,46.3,0.669,5.719,17.63,362.6,8.11,1.18,564.49,1.751,0,none,0
2330,Plant_B,L1,M09,day,5.51,B081,27.46,37.0,1.03,5.544,20.87,318.9,10.25,1.138,591.51,1.968,0,none,0
2331,Plant_B,L3,M18,day,5.13,B122,27.05,71.4,0.952,5.266,17.94,334.9,7.85,1.156,542.81,2.873,0,none,0
2332,Plant_C,L1,M14,evening,1.2,B088,22.52,52.1,0.668,4.813,26.62,388.8,7.6,1.229,537.86,2.15,0,none,0
2333,Plant_B,L3,M09,evening,10.26,B036,20.85,34.8,1.167,3.669,20.4,399.5,5.52,1.209,603.31,1.985,0,none,0
2334,Plant_B,L3,M20,evening,4.77,B142,26.67,23.2,1.9,6.189,21.67,336.9,5.52,1.178,513.7,2.327,0,none,0
2335,Plant_A,L4,M16,night,7.19,B102,21.97,60.1,1.37,5.733,19.7,300.5,6.73,1.152,545.71,2.867,0,none,0
2336,Plant_C,L2,M15,day,2.47,B039,23.3,55.7,0.723,5.22,26.31,315.9,9.21,1.126,473.4,1.319,0,none,0
2337,Plant_B,L4,M13,day,7.45,B030,24.47,55.9,0.94,4.791,26.57,318.8,10.04,1.3,585.59,1.842,0,none,0
2338,Plant_C,L2,M07,day,4.25,B119,16.62,47.1,0.922,6.246,14.41,412.7,8.99,1.219,563.85,2.788,0,none,0
2339,Plant_B,L1,M12,night,0.04,B085,25.43,84.2,1.206,4.855,29.52,311.9,8.15,1.139,479.0,2.308,0,none,0
2340,Plant_A,L3,M11,evening,3.31,B141,13.62,30.5,1.652,4.741,18.65,272.8,7.57,1.152,499.52,2.086,0,none,0
2341,Plant_A,L2,M15,day,3.51,B078,23.75,46.4,0.704,5.323,23.81,342.4,9.27,1.177,524.39,1.419,0,none,0
2342,Plant_A,L4,M07,day,4.13,B119,26.95,52.2,1.062,4.785,21.8,379.5,8.43,1.342,534.61,2.584,0,none,0
2343,Plant_B,L2,M05,evening,4.84,B047,18.81,52.3,0.784,5.754,18.78,349.7,8.15,1.33,568.8,2.589,0,none,0
2344,Plant_A,L2,M01,evening,8.17,B062,27.76,29.2,0.762,4.071,25.01,351.8,7.9,1.242,561.19,2.032,0,none,0
2345,Plant_A,L3,M13,evening,2.4,B011,21.51,18.8,0.786,5.638,20.94,398.0,9.66,1.252,551.3,1.491,0,none,0
2346,Plant_B,L3,M20,day,3.16,B137,26.16,71.8,0.651,6.109,26.92,366.5,7.42,1.304,505.58,2.432,0,none,0
2347,Plant_B,L4,M15,night,6.59,B136,21.51,45.0,0.997,5.478,21.53,320.0,6.12,1.144,537.01,2.119,0,none,0
2348,Plant_A,L4,M18,night,0.0,B006,16.54,53.1,0.733,5.954,12.61,402.2,8.45,1.128,578.82,2.497,0,none,0
2349,Plant_B,L1,M05,day,10.06,B117,21.56,48.3,0.88,5.806,18.3,294.7,8.8,1.323,567.36,2.347,0,none,0
2350,Plant_C,L4,M07,day,2.08,B052,20.7,25.0,1.166,5.187,26.53,369.2,7.31,1.145,592.12,2.613,0,none,0
2351,Plant_C,L1,M01,day,3.79,B074,23.11,61.5,1.18,5.251,20.82,354.1,9.72,1.186,548.41,2.083,0,none,0
2352,Plant_C,L2,M09,day,1.35,B005,27.74,62.8,1.327,6.6,26.81,319.0,9.0,1.105,522.24,2.443,0,none,0
2353,Plant_C,L2,M11,night,6.83,B035,19.92,47.5,1.088,6.162,28.23,335.8,9.54,1.324,594.2,2.423,0,none,0
2354,Plant_A,L1,M03,night,2.31,B054,16.26,28.5,1.033,5.365,15.01,380.8,9.61,1.143,553.74,1.625,0,none,0
2355,Plant_A,L2,M03,day,6.41,B127,16.39,35.5,0.796,5.905,19.33,321.9,9.3,1.313,562.27,2.484,0,none,0
2356,Plant_B,L3,M10,day,4.63,B073,21.85,37.5,2.814,4.765,19.51,337.4,10.06,1.142,541.44,3.1,0,none,0
2357,Plant_A,L3,M08,day,6.6,B052,25.8,52.2,0.65,5.11,10.0,254.4,8.41,1.151,536.59,1.6,0,none,0
2358,Plant_A,L4,M12,day,3.88,B090,22.06,38.3,0.676,4.849,12.81,302.9,9.25,1.054,571.62,2.081,0,none,0
2359,Plant_B,L3,M03,evening,4.31,B120,22.01,63.2,0.652,4.458,20.44,334.1,8.07,1.37,512.89,2.543,0,none,0
2360,Plant_A,L4,M20,day,8.19,B126,17.48,60.8,0.667,5.797,27.58,327.4,8.16,1.206,535.5,1.32,0,none,0
2361,Plant_C,L2,M14,day,5.88,B042,21.25,43.3,0.534,5.284,18.24,391.2,8.43,1.269,535.37,2.35,0,none,0
2362,Plant_B,L2,M05,evening,7.4,B136,28.84,28.0,0.937,4.758,24.61,352.7,7.09,1.237,592.99,1.969,0,none,0
2363,Plant_A,L2,M14,evening,7.74,B019,26.03,41.4,0.612,4.278,24.57,359.6,9.45,1.338,542.6,1.706,0,none,0
2364,Plant_A,L1,M17,evening,7.53,B062,25.59,52.3,1.118,4.714,25.52,432.1,7.65,1.123,593.24,1.946,0,none,0
2365,Plant_B,L2,M03,evening,8.57,B140,26.2,39.8,1.091,4.11,23.62,391.8,7.77,1.28,594.18,2.335,0,none,0
2366,Plant_C,L1,M08,night,4.6,B131,18.46,43.6,1.038,4.912,21.08,291.9,5.03,1.078,520.69,1.909,0,none,0
2367,Plant_B,L4,M05,evening,8.3,B007,28.33,41.5,0.768,4.758,20.23,394.6,7.78,1.252,609.78,2.13,0,none,0
2368,Plant_C,L4,M08,evening,7.46,B108,22.05,60.8,1.423,4.532,22.95,329.7,6.79,1.23,546.7,2.456,0,none,0
2369,Plant_C,L4,M16,day,11.63,B129,20.37,62.6,0.612,4.725,28.27,369.4,8.13,1.117,578.32,2.047,0,none,0
2370,Plant_A,L2,M02,day,6.13,B121,14.37,54.7,0.768,6.387,25.31,395.9,8.49,1.28,560.49,2.002,0,none,0
2371,Plant_C,L4,M11,evening,0.28,B013,24.02,53.1,0.731,5.658,18.35,367.0,7.9,1.245,544.18,1.927,0,none,0
2372,Plant_C,L1,M03,evening,4.93,B089,15.65,65.6,1.691,5.801,17.58,327.4,10.01,1.222,546.72,2.255,0,none,0
2373,Plant_A,L2,M01,evening,6.74,B058,22.48,51.4,1.225,5.379,27.99,326.0,9.2,1.274,524.9,2.648,0,none,0
2374,Plant_A,L3,M11,evening,1.3,B138,22.86,21.9,0.603,5.31,18.09,356.7,9.45,1.275,551.35,1.615,0,none,0
2375,Plant_B,L4,M19,day,1.26,B086,23.86,33.0,0.651,4.261,18.4,384.4,7.09,1.281,596.22,1.599,0,none,0
2376,Plant_A,L1,M04,night,3.55,B084,21.76,57.6,1.039,5.341,16.74,350.6,6.15,1.212,530.05,2.145,0,none,0
2377,Plant_A,L4,M10,night,6.12,B033,16.08,50.0,0.702,5.934,21.65,349.5,8.35,1.357,567.06,2.271,0,none,0
2378,Plant_B,L1,M19,day,10.55,B079,22.82,50.2,1.409,3.581,24.22,335.2,8.81,1.106,586.8,2.246,0,none,0
2379,Plant_B,L4,M01,day,8.48,B055,19.84,45.0,1.617,6.043,19.3,388.2,8.78,1.151,559.26,2.373,0,none,0
2380,Plant_A,L1,M07,evening,4.06,B018,20.48,40.9,1.195,6.373,17.53,335.0,6.22,1.194,577.61,2.021,0,none,0
2381,Plant_A,L1,M11,evening,7.61,B023,24.63,34.6,0.456,4.963,27.0,376.2,6.64,1.319,552.69,1.627,0,none,0
2382,Plant_C,L3,M06,day,2.32,B142,19.16,39.4,1.371,6.94,26.21,342.9,5.23,1.185,511.94,2.891,0,none,0
2383,Plant_C,L3,M05,evening,7.65,B080,20.02,71.6,1.207,5.793,25.0,348.1,8.3,1.243,524.27,2.185,0,none,0
2384,Plant_A,L3,M19,day,5.25,B100,17.9,35.3,0.989,5.674,22.64,370.8,8.02,1.341,581.57,1.905,0,none,0
2385,Plant_A,L1,M01,day,4.6,B071,20.43,41.0,0.864,4.515,30.02,365.5,8.74,1.194,540.48,2.227,0,none,0
2386,Plant_A,L4,M19,day,6.58,B056,22.84,43.5,2.119,5.448,24.77,364.2,7.15,1.2,577.54,2.832,0,none,0
2387,Plant_A,L1,M18,day,5.51,B119,22.49,37.5,0.661,4.311,25.45,385.4,8.39,1.292,595.08,1.244,0,none,0
2388,Plant_A,L2,M03,night,10.44,B078,18.16,31.6,0.941,4.676,22.96,336.0,9.86,1.135,605.56,1.68,0,none,0
2389,Plant_B,L2,M17,night,7.46,B047,20.92,44.1,1.664,6.234,28.28,350.7,6.85,1.298,595.23,2.604,0,none,0
2390,Plant_B,L2,M20,evening,5.63,B025,23.09,40.4,1.575,4.815,17.84,361.2,9.32,1.085,632.33,2.389,0,none,0
2391,Plant_B,L1,M19,evening,10.95,B083,20.1,42.8,0.578,5.038,22.64,332.1,8.69,1.265,552.08,1.565,0,none,0
2392,Plant_A,L4,M16,evening,5.44,B066,19.08,45.1,1.057,4.403,16.95,402.1,7.05,1.25,602.59,2.054,0,none,0
2393,Plant_C,L3,M15,night,4.88,B135,16.55,55.6,1.155,5.076,16.79,316.0,7.08,1.308,520.06,2.75,0,none,0
2394,Plant_B,L2,M08,day,7.56,B007,24.52,42.8,0.825,5.33,30.27,338.7,10.53,1.219,559.64,1.825,0,none,0
2395,Plant_A,L2,M04,evening,0.07,B093,22.42,42.8,0.684,5.86,28.45,310.1,7.52,1.12,485.1,2.103,0,none,0
2396,Plant_A,L4,M01,evening,2.69,B137,20.48,25.6,0.777,5.881,16.06,338.1,9.85,1.235,531.77,1.951,0,none,0
2397,Plant_A,L1,M05,day,7.96,B103,23.13,44.3,0.554,6.261,14.16,335.7,8.3,1.104,566.1,1.86,0,none,0
2398,Plant_A,L4,M06,night,3.74,B090,21.81,38.9,1.14,6.266,22.55,368.6,6.76,1.187,530.03,2.237,0,none,0
2399,Plant_A,L4,M04,evening,1.23,B119,29.75,39.4,0.573,4.564,20.06,381.0,11.21,1.217,555.1,1.87,0,none,0
2400,Plant_A,L2,M01,day,4.7,B004,19.15,41.1,0.716,5.782,19.49,311.0,8.18,1.296,516.14,2.424,0,none,0
2401,Plant_A,L3,M01,evening,2.63,B024,15.69,35.0,0.921,5.915,32.39,300.0,7.7,1.25,485.42,2.544,0,none,0
2402,Plant_B,L2,M14,day,5.74,B050,22.91,68.2,0.666,4.399,15.92,344.4,7.22,1.056,532.59,2.73,0,none,0
2403,Plant_A,L2,M06,day,6.54,B087,20.13,58.9,1.131,5.371,13.65,307.9,10.05,1.349,520.41,2.381,0,none,0
2404,Plant_A,L3,M18,evening,6.28,B006,17.77,49.9,0.855,4.205,21.38,397.9,7.87,1.231,575.83,1.911,0,none,0
2405,Plant_B,L1,M02,night,4.1,B138,23.4,52.7,1.049,5.583,24.94,311.9,8.43,1.243,525.94,2.143,0,none,0
2406,Plant_A,L4,M18,evening,4.88,B053,20.58,45.9,0.905,5.551,21.42,413.1,8.85,1.059,587.27,2.296,0,none,0
2407,Plant_C,L1,M19,day,8.46,B023,21.88,52.6,1.146,5.466,18.14,342.3,6.27,1.157,523.71,2.671,0,none,0
2408,Plant_C,L3,M04,evening,0.0,B144,25.86,48.7,0.88,5.192,27.27,307.5,8.57,1.088,460.44,2.415,0,none,0
2409,Plant_B,L4,M03,evening,3.51,B049,24.07,29.7,0.557,4.358,29.95,320.1,7.04,1.288,512.91,1.956,0,none,0
2410,Plant_C,L3,M08,day,6.29,B027,21.49,33.0,1.04,5.534,22.79,402.6,7.83,1.161,577.39,1.309,0,none,0
2411,Plant_B,L1,M10,evening,9.61,B009,25.61,49.8,1.085,5.353,23.36,332.7,10.15,1.3,573.79,1.907,0,none,0
2412,Plant_A,L3,M20,evening,5.88,B074,32.4,58.4,1.118,4.44,16.24,352.7,9.59,1.377,559.75,2.17,0,none,0
2413,Plant_B,L4,M08,evening,2.28,B117,22.07,50.3,1.045,4.066,30.4,401.1,5.41,1.244,556.45,2.624,0,none,0
2414,Plant_B,L1,M15,evening,5.53,B050,18.25,54.8,0.863,5.047,16.54,374.7,7.86,1.206,576.94,2.028,0,none,0
2415,Plant_B,L3,M16,evening,1.7,B011,20.39,54.5,0.755,5.889,27.18,386.8,10.16,1.177,564.63,2.001,0,none,0
2416,Plant_B,L1,M04,evening,12.42,B061,24.6,48.1,0.956,4.87,24.78,378.9,8.19,1.095,627.21,2.103,0,none,0
2417,Plant_A,L1,M06,night,5.31,B016,26.67,47.8,0.692,5.842,26.05,291.2,9.12,1.232,516.07,1.913,0,none,0
2418,Plant_A,L4,M19,day,5.51,B075,21.49,49.0,1.249,4.861,18.01,399.6,8.31,1.219,572.21,2.67,0,none,0
2419,Plant_C,L1,M07,day,0.34,B096,22.83,58.5,0.412,5.552,29.89,326.7,7.27,1.145,489.43,1.996,0,none,0
2420,Plant_B,L2,M12,day,3.63,B097,22.33,68.2,0.942,5.5,31.7,289.1,6.0,1.19,454.69,1.739,0,none,0
2421,Plant_A,L2,M08,day,6.37,B030,25.83,32.5,0.84,5.038,26.44,384.3,7.98,1.203,594.76,1.861,0,none,0
2422,Plant_A,L3,M17,day,4.49,B062,23.1,70.3,1.356,5.287,21.93,325.7,8.29,1.213,557.32,2.275,0,none,0
2423,Plant_B,L1,M06,day,7.96,B072,22.29,64.3,0.754,5.274,23.04,295.0,6.03,1.076,527.12,2.746,0,none,0
2424,Plant_B,L2,M08,night,3.56,B060,18.89,49.6,0.936,5.809,16.78,344.3,8.88,1.174,561.66,2.478,0,none,0
2425,Plant_A,L2,M03,night,10.4,B055,26.18,46.3,0.618,4.56,26.39,329.1,6.79,1.305,553.18,2.072,0,none,0
2426,Plant_B,L3,M16,day,9.96,B056,28.63,59.3,0.782,4.87,18.31,350.6,8.24,1.376,600.06,2.851,0,none,0
2427,Plant_B,L4,M16,day,11.06,B008,19.92,23.9,1.031,4.944,21.81,341.3,6.61,1.211,619.15,2.277,0,none,0
2428,Plant_A,L2,M06,night,5.52,B103,17.26,45.1,1.246,4.16,21.14,310.8,8.35,1.254,538.06,2.069,0,none,0
2429,Plant_B,L1,M18,night,3.94,B034,22.63,54.8,1.473,5.686,21.72,315.6,6.21,1.313,560.19,2.209,0,none,0
2430,Plant_A,L4,M02,evening,10.5,B144,19.33,49.5,0.751,6.678,21.93,319.7,10.61,1.114,583.59,2.227,0,none,0
2431,Plant_B,L2,M06,day,6.56,B132,26.32,50.8,0.573,5.163,18.34,366.5,7.83,1.174,585.22,1.727,0,none,0
2432,Plant_B,L1,M17,day,4.21,B093,27.94,58.2,0.939,5.588,18.83,402.1,9.3,1.274,582.41,1.896,0,none,0
2433,Plant_A,L3,M01,day,9.91,B093,25.67,61.3,2.035,4.102,24.9,350.4,7.45,1.203,553.35,3.217,0,none,0
2434,Plant_B,L3,M05,evening,1.68,B052,17.38,44.7,0.802,4.88,19.17,319.7,7.96,1.139,495.9,1.96,0,none,0
2435,Plant_A,L2,M19,day,2.24,B091,23.71,30.0,0.606,4.524,26.7,341.1,7.91,1.18,545.98,2.315,0,none,0
2436,Plant_B,L1,M10,day,6.02,B111,23.82,40.3,0.706,5.618,16.87,395.1,6.64,1.173,597.35,1.942,0,none,0
2437,Plant_C,L3,M03,day,10.06,B020,29.52,48.8,0.477,4.666,19.7,302.5,5.77,1.225,543.45,2.96,0,none,0
2438,Plant_A,L4,M09,night,9.03,B126,25.03,57.7,1.061,5.527,23.13,401.8,5.96,1.142,605.83,1.81,0,none,0
2439,Plant_A,L4,M12,evening,3.47,B146,16.21,65.8,0.706,4.936,14.43,346.4,9.37,1.133,544.24,2.052,0,none,0
2440,Plant_B,L1,M05,evening,7.26,B146,20.99,45.3,1.45,4.204,26.73,340.5,4.76,1.099,527.98,2.045,0,none,0
2441,Plant_A,L2,M12,evening,5.58,B032,21.38,68.9,1.131,4.847,29.13,403.5,9.19,1.237,529.27,2.05,0,none,0
2442,Plant_C,L3,M17,day,10.24,B017,25.24,37.7,1.172,6.374,23.22,370.5,9.49,1.298,557.97,1.461,0,none,0
2443,Plant_A,L2,M14,evening,8.03,B120,20.93,43.6,1.323,5.96,21.55,333.4,9.84,1.262,557.38,2.257,0,none,0
2444,Plant_A,L2,M05,evening,1.15,B014,23.04,59.0,0.984,5.291,27.01,352.2,8.4,1.164,525.43,2.374,0,none,0
2445,Plant_C,L1,M15,day,4.58,B089,16.7,65.6,1.566,4.898,18.45,406.5,9.24,1.143,564.76,2.353,0,none,0
2446,Plant_B,L2,M12,day,7.24,B148,28.9,25.2,1.138,5.005,21.96,372.2,8.5,1.218,587.07,2.484,0,none,0
2447,Plant_A,L1,M06,day,8.14,B050,22.91,47.9,0.699,5.117,24.19,382.8,7.37,1.122,570.65,2.448,0,none,0
2448,Plant_A,L2,M17,day,8.42,B110,22.92,61.8,1.084,4.558,31.25,389.0,7.61,1.271,593.68,2.114,1,crack,1
2449,Plant_A,L3,M06,day,5.56,B045,27.19,53.7,0.571,5.447,19.27,321.6,5.99,1.07,547.2,2.294,0,none,0
2450,Plant_B,L4,M19,day,7.26,B126,19.33,42.0,0.851,5.365,24.2,317.3,9.58,1.22,587.52,2.436,0,none,0
2451,Plant_B,L2,M02,day,7.81,B082,24.97,46.2,1.093,4.938,21.69,364.6,8.65,1.132,580.24,2.394,0,none,0
